,Bevl_1,Bevl_2,Bevl_3,Burn1_1,Burn1_2,Burn1_3,Burn1_4,Mot_Stress_1,Mot_Stress_2,Mot_Stress_4,Onnodige_stress_1,Onnodige_stress_2,Onnodige_stress_3,Onnodige_stress_4,Onnodige_stress_5,Onnodige_stress_6,Onnodige_stress_7,Onnodige_stress_8,Onnodige_stress_9,Onnodige_stress_10,Leefst,Cantrill_1,Q297_1,Depr_1,Depr_2,Depr_3,Depr_4,Depr_5,Depr_6,Depr_7,Depr_8,Cijfer_huidig_1,Vertr,StopInt,Hulp_1,Hulp_2,Hulp_3,Bekendgebruik_1,Bekendgebruik_2,Bekendgebruik_3,Bekendgebruik_4,Bekendgebruik_5,Bekendgebruik_6,Bekendgebruik_7,Cogn_Eng1_1,Cogn_Eng1_2,Cogn_Eng1_3,Cogn_Eng1_4,Cogn_Eng1_5,Cogn_Eng1_6,Cogn_Eng2_1,Cogn_Eng2_2,Cogn_Eng2_3,Cogn_Eng2_4,Cogn_Eng2_5,Cogn_Eng2_6,Cogn_Eng2_7,Cogn_Eng2_8,Partici1_1,Partici1_2,Partici1_3,Partici1_4,Stopint2,Betrok_Ouders,Werk_1,Zorg_1,Zorg_2,Zorg_3,Zorg_4,Zorg_5,Zorg_6,Pres_1,Pres_2,Pres_12,Veer_1,Veer_2,Veer_3,Veer_4,Veer_5,Veer_6,Cogregiedocent_1,Cogregiedocent_2,Cogregiedocent_3,Cogregiedocent_4,Cogregiedocent_5,Cogregiedocent_6,Extr_eng2_1,Extr_eng2_2,Extr_eng2_3,Domein,Geslacht,Leeftijd,Locatie,Studiejaar,Uitwissel,Vooropleid,Woonsit
1146,4,4,4,2,2,2,3,7,6,8,4,3,1,3,4,3,2,3,4,3,4,7.0,7.0,2,3,1,3,1,3,2,2,7.1,0,0,1,1,1,1,1,2,1,1,1,1,4,4,3,4,4,4,4,5,5,3,2,4,2,3,1,3,2,1,1,5,7.0,2,1,3,1,2,1,4,4,3,3,4,2,4,2,3,5,3,3,4,4,3,5,3,3,Verloskunde Academie,Vrouw,20,Amsterdam,1,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1147,3,4,2,2,3,2,4,6,7,7,3,2,1,1,3,3,2,5,5,2,4,8.0,4.0,1,2,2,3,2,4,1,3,6.7,0,1,1,1,1,1,1,2,1,1,1,1,3,2,4,4,3,3,4,4,4,4,2,2,1,3,3,4,3,1,1,3,0.0,2,3,2,2,2,1,5,2,4,4,2,2,2,4,2,4,3,3,4,3,3,4,2,4,Verloskunde Academie,Vrouw,22,Amsterdam,1,0,Mbo,Met mijn partner / een relatie
1148,3,4,4,2,2,3,3,9,4,8,2,3,3,4,4,4,4,2,3,2,4,6.0,6.0,1,2,2,3,1,3,1,2,6.6,0,0,3,1,1,1,1,2,1,1,1,1,4,5,2,4,4,4,5,4,4,3,3,4,3,3,3,2,4,5,1,4,4.0,2,3,3,2,4,2,4,4,2,4,2,3,2,4,2,4,2,3,4,3,3,4,3,3,Verloskunde Academie,Vrouw,19,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
1149,3,4,3,3,3,2,2,7,7,6,,3,,1,,3,,3,4,,3,6.0,8.0,2,2,2,1,2,2,2,1,7.0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,3,5,4,4,4,3,3,2,4,4,4,4,3,1,3,1,1,1,32.0,3,2,2,1,1,1,4,4,1,4,3,2,3,4,2,5,5,3,3,5,4,3,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,44,Haarlem,1,0,Mbo,Anders
1150,3,4,4,3,3,3,3,7,8,7,1,2,1,1,1,1,,1,1,1,4,7.0,8.0,2,2,3,2,1,3,2,2,8.6,0,0,1,1,2,1,1,1,1,1,1,1,5,5,3,5,5,5,3,4,4,3,3,5,3,3,3,1,2,1,1,3,24.0,3,1,1,4,1,3,5,3,1,3,4,4,5,2,4,5,5,3,4,5,4,3,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,29,Haarlem,1,0,Havo,Met mijn partner / een relatie
1151,2,3,1,5,4,5,5,2,9,2,2,4,2,3,5,5,5,4,5,2,4,3.0,6.0,3,4,4,2,3,2,3,4,8.0,0,1,1,1,2,1,1,2,1,1,1,1,4,4,4,4,3,3,4,4,4,2,2,4,3,3,2,1,1,3,1,4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,21,Dordrecht,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
1152,4,4,3,3,2,1,2,7,7,8,1,1,1,1,1,1,1,1,1,1,4,7.0,8.0,1,3,1,3,1,3,2,3,8.0,0,0,1,1,1,1,1,2,1,1,1,1,4,5,2,4,4,5,4,4,4,4,4,4,4,4,3,1,1,1,1,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,24,Dordrecht,1,0,Mbo,Alleen
1153,3,4,4,1,2,3,2,8,6,8,1,3,1,3,3,1,2,1,3,1,4,8.0,6.0,1,1,2,3,1,3,2,2,7.8,0,0,1,1,1,1,1,1,1,1,1,1,4,5,2,5,5,5,4,4,4,3,2,5,3,3,2,2,1,4,1,4,18.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Vrouw,22,Dordrecht,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
1154,2,3,2,3,3,3,4,5,5,5,2,2,1,3,2,2,4,2,2,4,4,7.0,8.0,2,2,2,3,2,3,2,2,6.2,2,1,1,1,1,1,1,3,1,2,1,2,3,4,3,4,3,3,4,3,3,3,2,4,3,2,3,1,1,4,,4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,Verloskunde Academie,Vrouw,20,Groningen (Verloskunde Academie),1,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1155,3,4,4,3,2,4,3,7,4,7,2,4,3,5,5,4,3,3,4,,4,6.0,8.0,2,2,2,3,1,3,2,2,7.4,0,0,3,3,1,1,1,2,1,1,1,1,4,4,3,4,5,4,4,5,5,4,3,5,4,5,3,3,3,5,1,5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,Verloskunde Academie,Vrouw,23,Groningen (Verloskunde Academie),1,0,"Anders, namelijk (vul in):",In een studentenhuis / met meerdere studenten samen
1156,4,4,4,2,1,1,2,9,8,8,,3,1,,3,,2,2,,2,4,8.0,7.0,1,1,1,3,1,3,1,1,8.5,0,0,1,1,3,1,2,2,1,1,1,1,5,5,2,5,3,3,3,3,4,3,3,5,5,4,3,1,1,1,1,5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,Verloskunde Academie,Vrouw,20,Groningen (Verloskunde Academie),1,0,Vwo,Met mijn partner / een relatie
1157,1,1,1,5,5,5,5,0,0,0,5,5,5,5,5,5,1,1,5,1,5,4.0,5.0,4,1,1,3,1,2,1,1,6.5,0,1,1,1,1,1,1,2,1,1,1,1,3,3,2,4,1,1,4,1,3,4,1,3,3,1,5,3,1,1,,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1158,2,3,3,2,3,4,4,4,6,5,4,2,2,4,5,4,5,3,3,4,4,7.0,7.0,3,3,3,2,2,3,2,2,6.9,2,0,1,1,1,1,1,3,1,1,1,1,4,5,3,4,4,4,4,3,3,3,2,5,2,3,2,2,4,2,1,4,10.0,3,4,3,4,3,3,4,4,4,2,4,4,3,3,3,4,2,3,4,4,4,4,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
1159,2,3,2,2,1,2,2,7,3,6,3,,,4,3,,,2,,2,4,8.0,7.0,2,1,2,3,1,3,2,1,6.0,0,0,1,1,1,1,1,1,1,1,1,1,3,4,3,2,3,4,2,3,2,1,2,4,2,4,2,1,4,1,1,5,0.0,2,1,3,2,1,1,4,2,3,4,3,2,2,4,1,4,3,4,5,5,4,4,3,3,"Business, Finance and Law (BFL)",Man,19,Haarlem,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
1160,1,4,3,3,2,1,4,6,3,5,1,2,1,3,3,3,4,3,5,1,5,5.0,8.0,1,2,3,3,1,2,1,2,8.0,1,0,1,1,1,1,1,1,1,1,1,1,4,4,3,5,5,5,4,3,2,4,3,3,3,3,1,1,3,3,1,2,21.0,4,2,3,4,3,2,2,2,2,4,2,3,4,4,2,4,1,3,3,4,2,4,3,3,"Business, Finance and Law (BFL)",Man,24,Rotterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
1161,2,4,4,4,3,4,4,7,8,6,2,2,2,2,2,3,2,2,2,2,3,6.0,8.0,3,3,2,2,3,2,3,2,7.5,0,0,1,3,2,2,2,2,1,1,1,1,5,4,1,4,3,4,4,4,3,2,2,4,2,3,3,1,1,1,1,5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,Verloskunde Academie,Vrouw,23,Amsterdam,1,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
1162,3,4,3,4,4,4,4,8,7,4,4,,5,5,3,4,3,3,5,3,4,5.0,7.0,3,3,4,2,1,2,2,4,6.6,2,0,3,2,2,2,3,3,1,1,2,2,5,3,4,5,4,3,3,3,3,3,2,5,2,4,3,1,1,1,1,5,18.0,4,4,5,5,1,3,4,4,4,2,4,5,5,2,3,4,3,2,4,4,3,2,2,3,"Business, Finance and Law (BFL)",Vrouw,21,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
1163,2,4,4,3,4,2,2,8,9,6,2,5,,3,,2,3,2,2,,4,4.0,7.0,1,4,3,2,3,2,2,3,6.1,4,0,3,1,2,2,3,3,1,1,2,1,5,5,3,5,4,3,4,4,3,2,3,5,4,4,2,1,1,1,1,2,25.0,5,4,3,2,1,3,4,4,3,2,4,4,4,3,4,4,3,5,4,3,4,4,1,1,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,49,Amsterdam,2,0,"Anders, namelijk (vul in):",Alleen
1164,3,4,4,3,3,4,3,6,7,6,3,3,2,2,2,4,2,2,4,4,4,6.0,7.0,3,3,3,2,2,2,2,2,7.2,0,0,1,1,1,2,2,2,2,1,3,1,4,5,3,3,4,4,4,4,4,4,4,4,3,4,4,3,2,1,1,3,12.0,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,4,4,4,4,4,4,3,Creative Business (CB),Vrouw,20,Amsterdam,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1165,1,4,3,4,4,5,4,6,7,7,2,4,,4,4,4,4,3,4,4,3,5.0,8.0,3,4,3,2,3,2,2,3,6.6,2,1,1,3,3,2,2,3,1,1,1,1,4,4,3,4,4,3,4,3,3,2,2,5,2,3,1,1,1,1,1,4,18.0,4,4,3,4,4,3,5,5,2,2,4,4,4,2,4,4,4,3,3,2,3,3,2,2,Creative Business (CB),Vrouw,20,Amsterdam,2,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
1166,4,4,5,1,2,3,1,8,7,8,2,3,3,4,5,2,2,1,3,3,4,9.0,6.0,1,1,1,4,1,3,1,2,7.0,0,0,1,1,1,2,2,2,2,2,1,1,4,5,2,5,5,5,4,4,3,3,1,5,3,3,2,2,1,1,1,4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,20,Amsterdam,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
1167,2,3,3,4,2,3,4,5,6,4,3,3,2,4,4,5,1,5,3,4,4,8.0,6.0,1,1,2,3,1,3,1,1,6.0,0,0,1,1,1,2,1,2,1,1,1,1,3,5,3,4,3,3,3,2,4,4,2,3,3,3,1,1,3,2,1,3,9.0,3,2,4,3,4,3,3,3,3,4,2,2,2,4,2,4,1,4,3,4,3,3,3,2,"Business, Finance and Law (BFL)",Man,20,Alkmaar,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1168,3,4,3,3,3,3,2,7,8,6,3,3,3,4,4,4,,2,,2,3,7.0,7.0,2,2,3,3,2,2,2,2,7.1,0,0,2,1,1,2,1,2,1,1,1,1,4,5,4,5,4,4,4,4,4,2,2,4,2,4,1,1,3,3,1,3,8.0,3,4,2,2,2,2,4,4,4,3,4,4,4,3,3,3,2,3,4,4,4,4,3,2,"Business, Finance and Law (BFL)",Vrouw,18,Alkmaar,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1169,2,3,3,4,4,4,2,3,8,6,2,2,2,4,5,4,2,3,4,1,3,6.0,9.0,3,2,3,2,1,1,2,3,6.5,1,0,2,1,2,2,2,2,2,2,2,2,3,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,1,2,1,4,1.0,3,4,2,4,1,1,4,3,2,3,4,2,5,2,4,4,4,4,4,4,4,4,4,4,"Business, Finance and Law (BFL)",Vrouw,20,Alkmaar,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
1170,3,2,1,4,3,3,4,4,7,0,3,3,3,4,5,5,4,5,5,5,5,4.0,8.0,3,2,2,2,2,2,2,2,7.5,0,1,3,1,3,2,1,3,1,2,1,1,5,4,3,5,3,3,3,3,4,2,3,5,3,3,3,1,4,2,,4,8.0,4,4,5,2,1,2,5,5,3,2,2,4,4,2,3,2,2,4,4,3,4,5,2,2,"Business, Finance and Law (BFL)",Man,20,Alkmaar,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1171,3,3,3,3,2,2,2,7,3,7,2,2,1,3,3,2,1,2,2,1,4,8.0,6.0,1,1,2,3,1,3,1,2,5.9,0,0,1,1,1,2,1,2,1,1,2,1,3,4,2,4,4,5,4,5,5,4,2,5,4,5,3,1,1,2,1,4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,21,Alkmaar,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1172,3,4,3,2,1,4,4,7,3,6,4,4,2,4,4,3,2,3,4,1,4,6.0,8.0,2,2,2,3,1,3,2,2,7.4,0,0,2,1,1,2,2,2,1,1,1,1,2,1,4,4,2,3,4,2,2,3,1,5,3,2,1,2,1,1,1,1,32.0,1,2,4,2,1,1,4,2,4,4,2,2,3,4,2,4,1,2,3,2,2,3,3,2,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Haarlem,2,0,Vwo,Met mijn partner / een relatie
1173,3,4,4,2,2,2,3,7,3,7,3,2,2,3,2,2,1,2,3,4,3,7.0,6.0,1,1,2,3,1,3,1,2,7.0,0,0,1,1,1,2,1,1,3,1,1,2,5,4,3,3,5,4,4,4,4,3,3,5,4,3,3,3,1,2,1,5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,20,Haarlem,2,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1174,3,4,4,3,4,4,2,7,8,7,2,4,2,5,2,4,5,2,2,3,4,7.0,6.0,3,2,1,2,2,2,2,3,6.5,3,0,2,1,1,2,3,2,2,1,1,1,4,4,3,4,3,4,4,4,4,4,3,4,3,3,3,1,1,1,1,5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1175,2,3,2,4,4,4,5,5,6,6,3,3,4,3,3,3,5,3,4,5,3,7.0,8.0,3,3,2,3,2,3,2,2,6.0,3,1,2,1,2,2,2,3,2,2,2,2,3,2,4,3,2,2,3,2,3,3,4,2,2,3,2,3,2,1,1,4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1176,2,4,3,3,2,3,3,7,7,6,3,2,2,4,4,5,2,2,2,3,4,5.0,7.0,2,3,2,3,1,2,2,4,7.0,2,0,3,3,2,2,2,3,1,1,1,1,4,4,4,4,2,2,3,1,2,2,2,5,3,3,2,1,2,1,1,3,13.0,4,4,2,4,3,2,4,4,4,2,3,4,4,2,4,4,4,1,3,2,2,4,2,3,"Gezondheid, Sport en Welzijn (GSW)",Man,19,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1177,1,4,3,1,2,2,1,9,8,8,2,3,1,4,5,1,5,2,2,1,4,4.0,7.0,3,2,3,2,2,2,3,2,7.0,0,0,1,1,1,2,2,1,1,1,1,1,3,4,2,4,5,4,4,3,3,3,4,5,4,5,1,1,1,3,1,3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,22,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1178,2,4,2,2,2,4,2,6,2,6,4,3,2,4,5,3,2,2,4,1,5,9.0,6.0,1,1,1,3,1,3,1,1,6.6,2,0,1,1,1,2,2,2,3,2,2,2,2,4,3,4,4,4,3,3,4,4,4,5,3,3,5,1,1,1,1,3,26.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,19,Delft,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1179,1,1,1,4,4,4,4,3,1,0,2,3,1,3,2,3,5,3,4,5,3,6.0,8.0,2,2,4,2,2,1,2,3,6.8,1,0,1,1,1,2,1,2,1,1,1,1,3,3,3,3,3,3,2,2,3,3,3,3,1,2,1,3,1,1,1,3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,24,Amsterdam,3,0,Mbo,Alleen
1180,2,4,4,3,3,3,3,10,7,6,4,3,4,5,5,5,3,4,5,1,4,7.0,7.0,1,2,2,2,1,2,1,2,7.0,0,0,3,1,1,2,1,2,2,1,2,1,4,4,3,5,5,5,4,3,4,4,4,5,4,5,5,5,1,1,1,3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,29,Amsterdam,3,0,Mbo,Anders
1181,3,4,4,3,4,5,4,7,8,7,4,3,3,4,4,3,2,3,3,5,4,7.0,9.0,1,3,3,3,1,2,1,3,6.6,0,0,3,1,1,2,2,2,1,1,3,1,4,5,3,4,4,4,3,3,3,3,2,5,3,3,3,1,1,1,1,5,16.0,3,3,4,3,3,3,4,4,2,4,3,3,3,3,3,3,3,4,3,3,3,2,2,4,"Business, Finance and Law (BFL)",Man,24,Amsterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
1182,3,3,3,4,4,4,3,7,10,3,4,5,3,5,4,4,4,3,3,2,4,6.0,8.0,2,3,3,2,2,2,2,3,7.0,0,0,3,1,3,2,1,1,2,1,2,1,5,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,2,2,1,3,8.0,4,3,3,2,4,3,5,3,4,2,5,5,4,3,5,4,4,4,4,4,4,4,3,3,"Business, Finance and Law (BFL)",Vrouw,22,Rotterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
1183,2,3,2,4,2,3,3,4,5,4,3,3,2,3,2,3,2,3,2,1,3,7.0,7.0,2,3,2,3,1,3,2,2,7.8,1,0,1,1,1,2,1,2,3,1,1,1,4,3,2,3,4,4,3,3,3,3,3,4,3,3,2,3,2,4,1,3,24.0,3,3,4,2,4,2,3,3,3,3,2,2,1,3,2,4,3,3,3,4,3,3,2,2,"Business, Finance and Law (BFL)",Man,21,Rotterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
1184,3,3,3,3,2,3,4,4,7,6,1,2,2,,3,3,,,,3,4,6.0,7.0,1,2,2,2,2,3,1,2,7.0,0,0,1,1,1,2,1,1,3,1,1,1,3,5,3,4,4,4,3,3,3,4,2,5,2,4,1,1,1,1,1,1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,25,Delft,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
1185,3,4,3,4,2,3,4,0,0,0,3,5,,,3,4,1,4,3,,2,3.0,6.0,2,4,3,2,2,1,2,4,6.0,4,1,3,1,2,2,2,3,1,1,1,2,3,4,3,5,4,4,4,2,5,5,2,5,2,4,3,2,3,4,1,4,0.0,4,3,3,4,3,2,4,2,4,2,4,4,4,2,4,4,2,3,4,3,3,4,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Man,32,Alkmaar,5 of hoger,0,Mbo,Met een of enkele huisgenoten / vrienden (geen relatie)
1186,2,3,2,1,1,4,4,4,0,6,1,2,2,4,5,1,5,1,2,1,1,8.0,9.0,1,1,3,3,1,2,1,1,6.2,0,0,1,1,1,3,2,2,1,1,1,1,1,2,4,1,3,2,5,1,2,2,2,4,2,3,4,5,1,2,1,3,35.0,4,1,1,3,1,1,2,1,4,4,1,1,1,4,1,3,1,4,3,5,4,5,1,1,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
1187,2,3,3,4,4,4,4,3,8,7,4,4,5,3,4,4,3,4,4,2,2,4.0,6.0,2,4,4,2,3,2,2,3,7.3,0,0,1,1,3,3,3,3,3,1,1,1,4,4,3,4,3,3,2,2,3,3,1,5,1,1,4,4,3,3,1,1,10.0,4,2,3,4,4,4,5,3,3,2,4,4,4,1,5,3,4,4,4,3,3,4,2,3,Creative Business (CB),Anders,20,Haarlem,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1188,2,3,3,3,1,2,5,8,1,5,1,1,1,1,1,1,1,1,1,1,3,4.0,6.0,1,1,1,1,1,3,2,2,6.5,0,1,1,1,1,1,3,3,1,1,1,1,2,4,4,2,2,5,3,3,3,3,3,3,3,3,1,1,1,2,,4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,18,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
1189,2,2,2,3,3,1,3,10,7,3,,4,,,5,4,,3,4,4,4,7.0,8.0,1,2,2,2,2,3,1,2,8.2,2,0,1,1,1,1,1,1,1,1,1,1,5,4,4,4,2,2,4,4,3,3,2,5,4,3,4,1,1,1,1,3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Man,21,Den Haag,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1190,2,4,3,3,1,2,3,7,7,6,3,3,4,5,5,5,,2,5,1,4,8.0,7.0,1,1,2,3,1,3,1,2,5.5,3,0,2,1,1,2,2,3,2,2,1,1,3,5,4,4,4,4,4,4,4,4,2,4,2,3,4,5,1,1,1,5,15.0,4,1,4,1,1,2,5,4,2,3,4,2,3,3,2,4,4,4,3,4,3,4,2,2,"Business, Finance and Law (BFL)",Man,20,Rotterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1191,3,4,3,3,4,4,3,6,8,6,4,2,2,3,2,2,3,2,3,2,4,7.0,8.0,3,3,1,2,2,2,3,3,6.1,0,0,1,1,1,2,1,2,1,1,2,1,3,4,3,4,4,4,3,2,3,3,1,4,1,3,1,1,1,1,1,2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,22,Rotterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
1192,3,4,4,5,4,4,4,7,8,7,3,1,,5,,3,5,,3,5,3,4.0,8.0,3,3,4,2,3,2,3,3,6.3,5,0,2,2,2,2,1,3,2,2,1,1,4,3,4,2,3,3,4,4,4,2,1,5,1,1,3,1,1,1,1,1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Delft,2,1,Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels),Alleen
1193,1,3,3,4,1,5,5,0,0,5,2,1,1,1,2,1,3,1,1,3,3,4.0,6.0,2,3,1,3,2,2,1,4,7.3,3,1,3,1,3,2,1,2,2,2,2,2,1,2,5,2,3,5,2,1,3,1,1,3,1,3,1,1,1,1,1,3,5.0,5,4,3,4,2,1,1,3,4,1,3,2,3,4,3,4,3,2,2,4,4,5,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,19,Delft,2,0,Havo,Alleen
1194,4,4,5,2,1,3,3,7,4,8,4,4,4,3,4,5,3,4,5,5,3,9.0,7.0,2,2,2,3,2,2,2,3,7.2,2,0,1,1,1,2,2,2,2,2,2,2,3,4,2,4,4,3,5,3,4,3,2,5,4,4,3,1,5,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
1195,3,2,2,3,3,2,4,3,4,3,3,4,2,2,1,1,2,1,2,1,3,3.0,7.0,2,3,3,1,1,2,1,3,6.0,2,0,1,1,1,2,1,2,1,1,1,1,3,4,3,4,3,3,2,3,2,1,1,4,2,2,3,1,1,1,1,4,5.0,3,3,2,2,3,2,4,2,3,3,3,3,3,3,3,2,2,4,3,3,3,4,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Haarlem,4,0,Vwo,Bij mijn ouder(s)/verzorger(s)
1196,4,5,5,3,3,4,2,8,8,7,1,4,1,3,3,3,1,3,4,3,4,6.0,8.0,2,3,3,2,2,2,2,3,6.0,3,0,2,1,3,2,1,3,1,1,1,1,4,3,4,5,5,4,4,3,5,5,2,4,4,5,2,2,3,1,1,4,30.0,4,3,2,3,3,2,4,3,4,2,4,5,5,2,4,4,4,3,3,4,5,4,2,2,"Business, Finance and Law (BFL)",Vrouw,21,Rotterdam,4,0,Havo,Bij mijn ouder(s)/verzorger(s)
1197,1,2,2,4,3,2,5,0,6,2,2,3,3,4,4,4,2,2,4,1,4,7.0,6.0,3,4,1,2,3,2,2,4,7.1,2,0,2,2,2,3,3,3,3,1,1,1,3,5,2,4,3,2,3,1,2,1,1,5,4,4,2,1,2,1,1,1,9.0,4,4,2,4,3,1,1,3,4,4,2,2,3,3,2,2,1,4,3,3,3,3,2,2,"Business, Finance and Law (BFL)",Man,21,Rotterdam,2,0,Havo,Anders
1198,1,2,1,4,4,4,5,0,7,1,2,4,2,3,3,3,,4,5,2,4,7.0,6.0,3,4,4,1,4,2,2,4,7.3,2,0,2,2,2,3,2,3,3,1,1,1,2,5,2,4,2,1,3,1,4,2,1,4,3,3,1,1,2,1,1,2,8.0,2,3,1,4,3,1,1,3,3,4,2,2,2,4,3,2,2,1,2,2,3,3,3,2,"Business, Finance and Law (BFL)",Man,21,Rotterdam,2,0,Havo,Anders
1199,1,2,1,4,3,3,5,0,7,1,3,3,2,3,4,4,,3,3,2,4,7.0,6.0,4,4,4,2,3,3,2,4,7.8,2,0,2,2,2,3,2,3,3,1,1,1,3,5,2,4,2,1,2,2,3,3,1,4,2,3,1,1,1,1,1,2,8.0,2,4,1,4,3,1,1,2,2,4,2,2,2,4,3,2,2,3,3,3,3,3,2,4,"Business, Finance and Law (BFL)",Man,21,Rotterdam,2,0,Havo,Anders
1200,2,2,2,4,4,4,4,1,2,2,,4,,,,4,,4,4,,4,7.0,8.0,3,3,3,2,2,2,3,3,6.4,5,1,3,1,1,3,1,3,1,1,3,1,4,2,4,4,2,2,2,3,2,1,3,4,2,3,1,1,1,1,,4,20.0,5,3,3,4,1,4,5,4,2,3,3,3,3,3,3,1,2,3,3,3,3,3,3,4,Onderwijs en Innovatie (ONI),Vrouw,46,Rotterdam,5 of hoger,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
