,Bevl_1,Bevl_2,Bevl_3,Burn1_1,Burn1_2,Burn1_3,Burn1_4,Mot_Stress_1,Mot_Stress_2,Mot_Stress_4,Onnodige_stress_1,Onnodige_stress_2,Onnodige_stress_3,Onnodige_stress_4,Onnodige_stress_5,Onnodige_stress_6,Onnodige_stress_7,Onnodige_stress_8,Onnodige_stress_9,Onnodige_stress_10,Leefst,Cantrill_1,Q297_1,Depr_1,Depr_2,Depr_3,Depr_4,Depr_5,Depr_6,Depr_7,Depr_8,Cijfer_huidig_1,Vertr,StopInt,Hulp_1,Hulp_2,Hulp_3,Bekendgebruik_1,Bekendgebruik_2,Bekendgebruik_3,Bekendgebruik_4,Bekendgebruik_5,Bekendgebruik_6,Bekendgebruik_7,Cogn_Eng1_1,Cogn_Eng1_2,Cogn_Eng1_3,Cogn_Eng1_4,Cogn_Eng1_5,Cogn_Eng1_6,Cogn_Eng2_1,Cogn_Eng2_2,Cogn_Eng2_3,Cogn_Eng2_4,Cogn_Eng2_5,Cogn_Eng2_6,Cogn_Eng2_7,Cogn_Eng2_8,Partici1_1,Partici1_2,Partici1_3,Partici1_4,Stopint2,Betrok_Ouders,Werk_1,Zorg_1,Zorg_2,Zorg_3,Zorg_4,Zorg_5,Zorg_6,Pres_1,Pres_2,Pres_12,Veer_1,Veer_2,Veer_3,Veer_4,Veer_5,Veer_6,Cogregiedocent_1,Cogregiedocent_2,Cogregiedocent_3,Cogregiedocent_4,Cogregiedocent_5,Cogregiedocent_6,Extr_eng2_1,Extr_eng2_2,Extr_eng2_3,Domein,Geslacht,Leeftijd,Locatie,Studiejaar,Uitwissel,Vooropleid,Woonsit
261,3,3,3,4,4,3,3,6,7,7,4,3,5,4,4,4,3,4,4,4,3,7.0,3.0,2,2,2,3,1,3,2,3,5.8,2,1,2,3,3,2,1,3,1,1,1,1,3,3,4,4,4,3,3,2,4,3,3,4,3,4,2,2,3,2,1,3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,20,Alkmaar,1,0,Mbo,Met mijn partner / een relatie
262,3,3,3,3,3,2,2,7,4,7,2,3,3,3,5,4,4,2,3,3,3,7.0,7.0,4,3,2,2,2,2,1,2,6.6,5,0,1,1,1,2,2,2,2,2,2,2,3,3,4,3,3,2,4,4,3,3,3,2,4,4,4,4,2,3,0,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,23,Rotterdam,4,0,Mbo,Bij mijn ouder(s)/verzorger(s)
263,2,3,4,4,4,3,3,6,8,6,2,2,1,3,4,2,4,3,2,4,3,6.0,9.0,3,3,2,2,3,2,3,2,7.1,0,0,1,1,2,2,2,3,1,1,2,2,4,3,3,3,4,4,3,3,3,3,2,5,2,3,2,1,1,1,1,4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Haarlem,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
264,3,3,3,4,3,4,3,6,7,5,3,3,3,3,4,4,2,2,2,2,4,6.0,7.0,2,3,3,2,1,2,1,2,7.5,0,1,1,1,2,2,3,3,1,1,1,1,5,4,1,3,4,4,3,2,3,3,2,4,3,4,3,4,1,1,1,1,20.0,3,3,3,3,3,2,5,3,5,3,4,5,4,2,3,3,3,3,4,4,4,4,4,4,Onderwijs en Innovatie (ONI),Vrouw,23,Alkmaar,4,0,Mbo,Met mijn partner / een relatie
265,2,3,3,3,4,2,4,4,7,6,2,4,4,4,4,2,4,3,3,2,3,7.0,6.0,2,3,3,2,1,2,2,3,6.4,0,1,1,1,1,2,2,3,2,2,2,2,4,2,4,4,3,4,2,2,2,3,2,4,2,2,2,2,2,2,1,2,20.0,4,3,3,4,2,2,4,3,4,2,4,4,4,3,3,4,3,4,4,4,3,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,21,Haarlem,1,0,Havo,Met mijn partner / een relatie
266,3,3,4,3,2,2,3,7,6,8,2,1,2,5,5,,5,2,3,4,3,6.0,8.0,3,2,2,3,1,2,1,2,5.0,0,0,3,1,2,1,2,2,1,1,1,1,5,5,3,5,4,4,5,3,4,3,1,5,1,4,2,3,2,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,23,Amsterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
267,2,3,3,3,2,3,4,6,8,5,3,1,3,5,3,4,5,3,2,4,4,8.0,9.0,2,2,1,3,1,3,2,1,7.0,2,1,1,1,1,1,2,2,2,1,1,1,4,4,2,4,3,4,3,4,3,3,3,4,3,3,3,2,2,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,22,Amsterdam,2,0,Mbo,Bij mijn ouder(s)/verzorger(s)
268,2,3,1,3,3,3,3,7,6,6,2,3,3,3,3,3,1,2,3,3,4,7.0,5.0,2,2,2,2,2,2,2,2,7.4,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,5,3,3,3,2,2,3,1,1,1,1,2,27.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,50,Alkmaar,2,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
269,3,4,4,2,3,3,3,8,3,8,2,1,1,1,2,1,3,2,1,2,4,6.0,8.0,2,1,1,3,2,3,1,1,6.4,2,0,1,1,1,2,2,2,1,1,1,1,4,4,3,3,3,3,4,3,3,2,3,4,3,4,3,1,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Man,19,Amsterdam,1,0,Vwo,Bij mijn ouder(s)/verzorger(s)
270,5,5,5,1,1,1,3,10,2,8,1,2,1,1,1,2,1,1,2,1,4,8.0,7.0,1,1,2,3,1,4,1,2,7.0,0,0,1,1,1,2,3,2,1,1,1,1,5,4,1,4,5,5,4,4,4,4,3,5,3,4,3,1,1,4,1,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,44,Alkmaar,1,0,Mbo,Met mijn partner / een relatie
271,1,3,2,5,5,5,5,0,8,1,5,5,5,5,5,5,5,5,5,5,2,5.0,7.0,2,4,3,3,2,3,2,4,7.0,1,1,3,1,2,2,1,2,1,1,1,1,4,3,3,4,3,4,4,4,4,3,4,4,3,2,4,1,1,1,1,3,7.0,4,3,4,4,5,3,3,4,2,2,5,5,5,1,5,4,3,3,1,2,2,5,1,1,Onderwijs en Innovatie (ONI),Vrouw,21,Alkmaar,1,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
272,4,3,4,3,1,3,2,7,5,6,4,2,1,1,2,3,1,1,2,2,3,6.0,8.0,2,1,1,3,2,2,2,3,6.2,1,0,2,1,2,2,2,2,2,2,2,2,4,4,3,5,2,4,4,4,5,5,5,5,5,5,3,3,4,1,1,4,8.0,3,4,3,1,4,2,4,2,2,4,2,2,2,3,1,3,5,4,4,5,4,5,5,5,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,2,0,Mbo,Met mijn partner / een relatie
273,3,3,3,2,2,2,3,6,7,6,4,4,4,5,5,4,5,4,5,4,4,7.0,7.0,2,2,2,3,1,3,2,2,6.1,0,0,1,1,1,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,3,5,2,3,3,1,1,2,1,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Man,29,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
274,3,4,4,2,3,3,3,8,3,7,1,1,1,1,1,1,1,1,1,1,4,10.0,9.0,1,1,1,3,1,3,1,1,7.3,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,19,Amsterdam,2,0,Havo,Bij mijn ouder(s)/verzorger(s)
275,3,3,2,3,4,3,3,10,5,5,3,4,2,3,3,4,3,4,4,4,2,3.0,6.0,3,2,2,2,2,3,3,2,3.9,2,0,2,2,2,2,2,2,3,2,3,3,3,3,1,4,3,3,3,3,2,2,4,2,3,3,3,2,4,2,1,2,27.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,22,Amsterdam,3,0,Mbo,Bij mijn ouder(s)/verzorger(s)
276,3,5,4,1,1,1,1,10,4,8,,3,,,4,3,,2,2,1,4,8.0,8.0,1,1,3,4,1,4,1,2,7.0,0,0,1,1,1,2,2,1,1,1,1,1,4,4,2,5,5,5,3,3,3,3,5,5,3,3,2,1,1,1,1,2,20.0,2,2,2,2,1,2,4,2,1,4,2,3,4,2,3,4,5,4,4,4,3,5,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,40,Rotterdam,3,0,Mbo,Met mijn partner / een relatie
277,4,3,3,4,3,3,4,5,5,5,3,3,3,3,2,2,2,,,4,4,3.0,5.0,1,3,4,2,1,3,2,3,4.3,5,1,1,2,1,3,3,3,3,1,1,1,2,3,1,1,2,3,3,3,3,2,3,3,3,3,4,2,1,3,1,5,50.0,2,2,4,3,3,5,5,3,5,3,3,3,3,3,4,3,3,3,3,3,4,3,5,3,"Business, Finance and Law (BFL)",Vrouw,21,Amsterdam,1,1,Mbo,Bij mijn ouder(s)/verzorger(s)
278,3,5,4,3,3,3,4,7,6,9,4,5,5,4,5,4,5,4,3,5,3,8.0,7.0,1,2,2,4,1,4,2,3,7.4,1,0,1,1,1,1,1,3,1,1,1,1,4,3,4,5,5,5,4,3,4,4,3,4,3,3,1,1,1,1,1,4,8.0,2,1,4,2,5,2,4,3,2,3,4,4,4,3,3,4,5,4,3,4,4,3,4,4,"Business, Finance and Law (BFL)",Vrouw,20,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
279,2,2,2,3,2,3,3,7,6,6,3,2,2,3,3,4,2,4,3,3,4,7.0,8.0,2,3,3,3,2,3,2,3,6.5,0,0,1,1,1,2,3,3,1,1,1,1,2,2,1,2,3,3,3,3,4,3,3,4,3,4,2,2,2,1,,2,20.0,2,3,3,4,4,2,4,3,3,3,2,3,2,4,3,2,3,4,4,4,4,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Man,24,Alkmaar,1,0,Mbo,Alleen
280,3,4,4,3,3,3,3,8,5,8,3,3,3,4,4,5,1,2,3,5,4,7.0,6.0,2,2,3,2,2,3,2,3,7.0,0,0,1,1,1,2,1,3,2,2,2,2,5,4,3,3,5,5,4,4,4,4,3,5,3,4,4,5,5,3,1,3,1.0,1,3,2,3,4,2,5,3,3,2,4,4,5,3,4,4,4,5,3,3,4,5,5,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Alkmaar,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
281,4,4,4,3,2,3,2,9,5,8,2,4,1,2,1,2,1,3,2,1,5,9.0,10.0,1,1,2,4,1,4,1,2,8.3,0,0,1,1,1,2,2,2,2,2,1,1,4,5,2,5,5,5,4,4,4,3,4,4,3,4,2,1,1,1,1,3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,Onderwijs en Innovatie (ONI),Man,37,Haarlem,1,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
282,3,4,3,3,3,3,1,8,8,6,,4,3,4,5,3,3,3,,,4,8.0,8.0,1,1,1,3,1,3,2,1,8.5,3,0,3,1,2,3,1,3,1,1,1,1,4,4,4,5,4,4,3,3,3,2,4,5,4,4,2,1,1,1,1,2,16.0,4,1,3,1,1,1,4,3,3,3,3,3,4,2,4,4,3,4,4,4,4,4,2,3,Onderwijs en Innovatie (ONI),Vrouw,38,Haarlem,2,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
283,3,4,2,3,2,1,1,7,6,7,,3,,3,3,3,4,3,2,,4,8.0,8.0,1,1,2,3,2,3,1,1,6.9,2,0,1,3,1,3,2,2,1,1,1,2,4,3,4,4,4,4,4,4,4,2,3,2,2,4,3,1,2,1,1,3,10.0,3,2,4,4,2,3,4,3,3,2,4,4,4,3,3,3,4,3,3,4,4,4,3,3,Onderwijs en Innovatie (ONI),Man,44,Den Haag,2,0,"Anders, namelijk (vul in):",Met een of enkele huisgenoten / vrienden (geen relatie)
284,3,4,4,3,2,3,3,7,6,8,4,4,2,3,4,3,2,2,4,4,4,6.0,8.0,2,4,1,3,1,2,2,4,7.3,0,0,1,1,1,1,2,2,1,1,2,1,4,5,2,4,5,4,4,5,5,5,4,5,4,4,1,1,1,1,1,5,6.0,2,2,2,2,2,2,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,5,5,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
285,2,4,4,3,1,3,2,8,7,6,3,1,3,5,5,3,,2,2,3,4,9.0,8.0,2,2,3,3,1,4,2,2,8.0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,3,5,4,4,4,4,4,4,3,4,4,3,3,2,2,2,,5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
286,3,4,4,4,2,3,2,6,6,7,2,2,2,2,,3,,3,1,2,4,7.0,9.0,2,4,1,3,2,3,2,3,7.2,0,0,2,1,1,1,1,1,1,1,1,1,3,4,3,3,4,4,4,5,5,3,4,5,4,5,4,1,1,3,1,5,4.0,1,3,3,2,3,3,3,2,4,3,4,3,2,2,4,3,1,5,5,5,4,5,5,5,"Agri, Food and Life Sciences (AFL)",Vrouw,19,Amsterdam,1,0,Vwo,Bij mijn ouder(s)/verzorger(s)
287,3,3,3,3,2,4,4,6,5,5,2,2,2,3,4,3,2,3,3,3,3,5.0,7.0,2,3,1,2,2,2,2,2,7.5,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,4,3,3,3,2,3,3,2,4,2,2,2,1,1,1,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,18,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
288,1,3,2,5,5,5,4,2,9,2,2,4,2,4,4,3,4,3,3,3,2,2.0,2.0,3,4,2,1,1,1,3,4,6.7,1,0,3,1,2,1,1,3,1,1,1,1,3,4,4,4,2,2,3,2,3,1,2,3,2,2,1,1,1,1,1,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,26,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
289,4,5,5,1,3,4,2,9,4,9,2,2,3,4,4,2,1,2,3,1,4,5.0,8.0,2,1,3,3,3,2,1,2,7.5,0,0,1,1,1,1,1,2,1,2,2,1,4,4,2,4,5,4,4,2,3,4,3,5,3,4,4,5,3,3,1,3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,20,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
290,3,4,3,2,3,4,2,7,5,6,3,2,2,2,3,1,2,1,1,2,4,7.0,8.0,2,3,3,3,1,3,2,2,7.5,0,0,2,2,1,1,1,1,1,1,1,1,4,5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,22,Alkmaar,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
291,4,4,2,4,5,5,3,9,9,4,5,2,5,5,5,4,5,5,5,5,4,7.0,7.0,2,3,3,3,3,2,2,1,7.1,0,0,3,2,1,1,1,1,1,1,1,1,5,5,3,5,1,2,5,5,5,5,1,5,1,4,4,1,5,1,1,4,28.0,4,4,4,4,4,5,5,4,2,4,2,2,3,4,3,3,3,4,5,5,4,5,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Haarlem,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
292,1,3,3,2,3,2,4,8,4,6,2,4,2,2,4,1,4,5,2,1,3,7.0,6.0,1,2,1,4,1,3,2,3,7.5,0,0,1,2,1,1,2,3,1,2,1,2,3,2,3,5,4,3,2,4,3,2,5,1,3,3,2,2,2,4,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Anders,21,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
293,2,3,3,2,3,4,2,3,7,6,3,4,4,3,1,4,3,,3,3,5,6.0,6.0,2,4,3,2,2,2,2,3,7.6,0,1,2,1,2,1,1,3,1,1,1,1,4,5,2,2,2,2,3,2,3,4,2,4,4,4,2,5,2,1,0,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Man,20,Rotterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
294,4,4,2,3,2,2,1,8,3,10,4,3,2,2,3,2,2,1,2,2,3,8.0,6.0,1,2,2,3,2,3,1,1,7.5,0,0,1,1,1,1,1,1,1,1,1,1,3,4,2,3,4,5,4,3,4,3,4,4,2,3,2,2,1,2,1,4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,19,Rotterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
295,4,4,4,2,2,2,2,8,3,8,2,2,2,3,3,3,3,4,2,1,4,8.0,8.0,1,2,2,4,1,4,2,2,6.9,0,0,1,1,1,1,1,1,2,1,3,1,4,4,2,4,5,5,5,4,4,5,4,4,4,3,3,4,4,4,1,4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,Creative Business (CB),Vrouw,23,Rotterdam,2,0,"Anders, namelijk (vul in):",Bij mijn ouder(s)/verzorger(s)
296,3,3,3,4,4,5,2,3,6,7,1,1,1,5,1,1,1,1,5,5,4,8.0,8.0,2,2,2,3,2,2,2,2,9.3,0,0,1,1,1,1,1,1,1,1,1,1,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,19,Alkmaar,3,0,Havo,Bij mijn ouder(s)/verzorger(s)
297,3,3,3,3,3,2,2,4,8,4,1,1,2,1,1,3,1,2,3,1,3,7.0,8.0,1,1,2,3,1,3,1,2,7.0,1,0,1,1,1,1,1,1,1,1,1,1,4,5,3,4,4,4,3,4,4,2,3,4,3,4,2,1,1,1,1,3,16.0,2,4,1,4,4,1,4,2,2,3,3,3,4,3,2,2,5,4,4,4,4,4,2,3,Onderwijs en Innovatie (ONI),Man,25,Haarlem,3,0,Vwo,Bij mijn ouder(s)/verzorger(s)
298,3,3,4,3,3,3,3,7,5,7,3,3,2,2,3,3,3,3,3,3,3,7.0,7.0,1,2,1,2,1,2,1,1,7.4,0,0,1,2,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,26.0,3,2,4,3,2,3,4,3,3,3,4,4,4,2,4,4,4,2,2,4,3,4,3,3,"Techniek, Ontwerpen en Informatica (TOI)",Man,23,Delft,3,1,Ik heb een buitenlandse vooropleiding afgerond (bv. A-levels),Alleen
299,3,3,3,4,4,5,3,7,8,6,5,2,5,,,,,4,5,3,4,6.0,7.0,2,4,3,2,2,2,2,4,8.0,0,0,1,1,2,1,1,3,1,1,1,1,4,4,3,5,4,3,2,2,3,1,3,4,2,4,4,2,3,1,0,2,10.0,2,4,4,5,4,1,5,4,4,2,4,5,5,2,4,3,3,2,3,2,2,4,4,4,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,26,Amsterdam,4,0,Vwo,Met mijn partner / een relatie
300,3,4,4,3,3,3,2,8,7,7,2,4,2,5,4,4,1,4,4,1,4,7.0,8.0,2,2,2,3,2,3,2,2,7.0,3,1,2,1,2,1,1,2,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,1,4,,3,3,3,4,1,3,4,4,3,2,3,4,4,2,3,4,4,4,4,4,4,4,4,4,Verloskunde Academie,Vrouw,26,Groningen (Verloskunde Academie),4,0,"Anders, namelijk (vul in):",Met mijn partner / een relatie
301,3,4,4,2,3,2,4,7,5,7,2,2,,2,2,2,2,2,3,3,3,7.0,8.0,2,2,1,3,2,3,2,2,8.3,0,0,1,1,2,2,1,2,1,1,1,1,4,5,2,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,5,10.0,3,3,3,2,2,2,3,2,2,3,3,4,3,2,2,4,2,4,4,4,4,4,4,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
302,3,4,3,2,3,3,4,8,6,7,2,2,2,3,4,4,5,2,3,2,4,8.0,6.0,2,3,2,3,1,2,2,2,7.7,0,0,1,1,3,2,2,2,2,1,1,1,4,4,3,4,5,5,4,4,4,5,2,4,3,3,1,1,3,4,1,5,20.0,3,2,3,4,4,4,5,4,3,4,2,2,4,4,3,4,3,4,3,4,2,3,3,3,"Agri, Food and Life Sciences (AFL)",Vrouw,19,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
303,3,4,4,3,2,2,2,8,3,8,4,4,4,3,4,3,3,3,3,4,4,7.0,6.0,1,1,2,3,1,3,2,1,7.5,0,0,1,1,1,2,2,2,1,1,1,1,4,5,2,4,4,4,4,4,4,4,3,5,4,4,3,1,1,2,1,4,10.0,2,2,4,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,20,Amsterdam,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
304,3,5,4,3,4,4,2,8,3,8,4,1,1,1,2,2,2,2,2,3,3,9.0,7.0,1,2,1,3,1,4,1,2,7.0,0,0,1,1,1,2,1,3,2,1,1,1,4,4,3,4,5,5,5,5,5,4,2,4,3,3,1,1,1,1,1,2,,2,2,2,2,3,3,4,3,4,3,3,3,3,3,3,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Man,21,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
305,2,3,4,2,2,3,3,8,5,7,3,2,3,3,3,3,3,3,3,3,3,7.0,8.0,2,1,1,2,2,3,2,2,7.0,1,0,1,1,1,2,3,2,2,1,1,1,4,5,2,4,4,5,4,5,3,3,4,5,4,4,4,4,4,4,1,5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,22,Amsterdam,1,0,Mbo,Alleen
306,3,3,3,2,2,2,3,8,5,7,2,2,3,2,3,2,2,2,4,3,4,8.0,6.0,2,1,2,3,1,3,1,1,7.3,0,0,1,1,1,2,1,2,1,1,1,1,3,4,3,5,4,5,4,5,5,5,3,5,3,4,2,2,1,1,1,4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,"Gezondheid, Sport en Welzijn (GSW)",Vrouw,18,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
307,3,3,3,4,5,4,4,6,10,5,3,5,4,3,4,4,5,3,5,5,3,5.0,7.0,3,3,3,2,1,2,3,3,8.4,1,1,1,1,2,2,3,3,2,1,1,1,4,4,4,3,3,4,3,4,4,4,4,4,3,2,1,1,1,1,1,4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,"Agri, Food and Life Sciences (AFL)",Vrouw,18,Amsterdam,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
308,2,3,3,2,2,1,3,7,4,5,4,2,2,2,3,4,1,4,5,3,4,6.0,6.0,2,2,1,3,2,3,2,2,7.0,0,1,1,1,1,2,2,2,2,1,2,1,3,5,2,4,4,4,4,3,4,4,4,4,4,4,3,5,1,2,,3,16.0,2,2,3,3,4,3,2,2,2,3,2,2,2,4,2,3,2,5,4,4,4,4,2,3,"Business, Finance and Law (BFL)",Man,23,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
309,2,4,4,3,3,3,3,7,8,7,3,1,2,3,5,3,2,3,3,4,4,6.0,8.0,1,2,3,4,1,3,2,2,7.7,0,0,2,1,2,2,1,3,1,1,3,1,4,4,3,4,4,3,4,3,3,4,5,5,4,5,4,5,3,2,1,2,17.0,4,3,3,4,3,4,5,4,4,2,5,4,4,1,4,4,4,4,4,5,5,4,4,5,"Business, Finance and Law (BFL)",Vrouw,17,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
310,3,4,4,2,1,2,2,9,4,8,2,1,2,1,1,1,1,2,2,1,4,8.0,6.0,1,1,2,3,1,4,1,3,8.1,0,0,1,1,1,2,2,2,1,2,1,1,4,5,2,5,4,4,4,4,5,4,3,4,3,3,2,2,1,1,1,5,35.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Man,18,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
311,3,4,4,2,2,3,2,8,6,7,4,4,3,5,3,4,3,3,4,2,4,7.0,6.0,2,2,1,3,2,3,2,1,7.1,0,0,1,1,1,2,2,2,1,2,2,1,3,4,2,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,1,4,32.0,2,2,3,2,3,3,4,3,3,3,4,3,3,4,3,4,4,4,4,4,3,4,3,4,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,20,Alkmaar,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
312,3,3,3,3,2,1,3,7,5,6,1,3,2,2,2,2,2,3,4,3,4,7.0,6.0,2,2,3,3,1,3,2,2,7.0,0,1,1,1,1,2,2,2,2,2,2,2,3,4,3,4,4,4,2,3,3,4,4,5,2,4,2,2,2,1,1,3,8.0,2,2,3,4,5,3,5,4,3,4,4,3,4,4,3,4,3,5,4,4,4,5,2,2,"Techniek, Ontwerpen en Informatica (TOI)",Man,18,Alkmaar,1,0,Havo,Bij mijn ouder(s)/verzorger(s)
313,3,4,4,2,3,5,1,10,10,8,1,1,1,1,5,1,5,3,3,1,5,9.0,10.0,1,2,4,4,1,4,2,1,8.1,0,0,1,1,1,2,1,2,1,1,1,1,5,3,3,4,5,5,5,5,5,5,1,4,2,4,1,1,1,1,1,4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,20,Alkmaar,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
314,1,2,1,2,3,3,4,5,4,4,3,4,3,4,5,3,1,3,4,4,5,7.0,8.0,1,2,1,3,2,3,2,2,7.4,0,1,1,1,1,2,2,2,1,1,1,1,2,4,3,3,3,4,3,4,5,5,1,4,1,2,1,1,1,1,,4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,"Business, Finance and Law (BFL)",Vrouw,19,Alkmaar,1,0,Vwo,Bij mijn ouder(s)/verzorger(s)
315,3,3,4,3,4,3,2,8,6,7,4,3,3,4,4,4,3,3,3,2,3,6.0,6.0,2,2,1,3,2,3,1,2,7.3,0,0,1,1,1,2,2,2,1,1,2,1,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,1,4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,"Techniek, Ontwerpen en Informatica (TOI)",Vrouw,20,Alkmaar,1,0,Mbo,Bij mijn ouder(s)/verzorger(s)
